Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (act)	CF (curEqAbstr)	CF (knowledge-trace)	CF (orig_stu_id)	CF (orig_time)	CF (orig_trans_id)	CF (pKnowValues)	CF (postEqStu)	CF (postEqSys)	CF (preEqProps)	CF (preEqStu)	CF (preEqSys)	CF (prevRowEqAbstr)	CF (step_id)	CF (tool_event_time)	CF (transf)	CF (transfProps)	CF (tutor_event_time)
1430	All Data	3cb4b00b09abacf72518967b5d62f697	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:04:32	US/Eastern	6	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	4	2016-06-09 09:01:47	solveLeft1 UpdateTextField	42	0	InCorrect	solveRight5	UpdateTextField	2					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:50:30.077 CEST	e504faa8070d574a68c1f10021f62443	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:04:32.498 UTC	nil	nil	2016-06-09 13:04:34.703 UTC
1431	All Data	89f1279aec42a396b94f3babbe74633d	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:04:34	US/Eastern	2	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	4	2016-06-09 09:01:47	solveLeft1 UpdateTextField	43	0	InCorrect	postExplOp5	UpdateComboBox	Multiplied					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:50:33.841 CEST	5d8ddf28a1c349fbb4562a27839e023f	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:04:34.710 UTC	nil	nil	2016-06-09 13:04:37.173 UTC
1432	All Data	66d512a79497251b438984e8e847e917	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:04:37	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	4	2016-06-09 09:01:47	solveLeft1 UpdateTextField	44	0	InCorrect	postExplOp5	UpdateComboBox	Divided					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:50:35.771 CEST	57cb390df9f3823fbca47ade0f3563cd	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:04:37.179 UTC	nil	nil	2016-06-09 13:04:39.445 UTC
1433	All Data	6095c0e70b728f94a724ca1e4caeab1c	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:04:39	US/Eastern	2	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	4	2016-06-09 09:01:47	solveLeft1 UpdateTextField	45	0	InCorrect	postExplNum5	UpdateTextField	8					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:50:40.542 CEST	62a3446c9c33e186eba94b33c18c037b	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:04:39.447 UTC	nil	nil	2016-06-09 13:04:42.252 UTC
1434	All Data	083c91052ad42b1283e4b9306866415f	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:04:42	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	4	2016-06-09 09:01:47	solveLeft1 UpdateTextField	46	0	InCorrect	postExplSide5	UpdateComboBox	to/from both sides					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:50:41.909 CEST	52b5f6db40e306afacdf17c7c15f46f6	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:04:42.254 UTC	nil	nil	2016-06-09 13:04:48.528 UTC
1435	All Data	8b428b0920f4be6931fddc3d86787a74	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:04:48	US/Eastern	6	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	4	2016-06-09 09:01:47	solveLeft1 UpdateTextField	47	0	InCorrect	done	ButtonPressed	-1					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:50:43.992 CEST	4d0b404e5265c0906a2ddd12e380db59	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:04:48.572 UTC	nil	nil	2016-06-09 13:04:54.763 UTC
1436	All Data	b63b33e2b08dd54b64330d15a1cfda2b	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:00	US/Eastern	0	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveRight1 UpdateTextField	1	0	InCorrect	solveRight1	UpdateTextField	5(5x)+5(-1)					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC26		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.27	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:51:29.959 CEST	d212fc0d940ba9c127c8100ed5320969	nil	nil	nil	nil	nil	nil	nil	[solveRight1][UpdateTextField]	2016-06-09 13:05:00.566 UTC	nil	nil	2016-06-09 13:05:07.798 UTC
1437	All Data	62648a3fb0bb09fe3a2e47aa71330db3	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:08	US/Eastern	8	HINT_REQUEST		HINT_MSG	Hint	Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	1	0	Hint	hint	ButtonPressed	-1	You have constants on both sides: 7 on the left and 2 on the right. How can you have all constants on the right and no constants on the left?		1	4	Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:51:33.961 CEST	e20bcbf8faa6958fac8831463b7adb3c	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:08.066 UTC	nil	nil	2016-06-09 13:05:09.225 UTC
1438	All Data	3071697a3be3e072f1d5d72e2fb37a90	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:09	US/Eastern	1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveRight1 UpdateTextField	2	0	InCorrect	solveRight1	UpdateTextField	5(x)+5(-1)					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC26		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:51:44.049 CEST	dd60033f413e6dc4079fdaeac5b47255	nil	nil	nil	nil	nil	nil	nil	[solveRight1][UpdateTextField]	2016-06-09 13:05:09.227 UTC	nil	nil	2016-06-09 13:05:11.384 UTC
1439	All Data	8ae74db85cd710de01820bd54ef9ccde	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:11	US/Eastern	2	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	2	0	InCorrect	solveLeft1	UpdateTextField	20					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:51:51.313 CEST	09ef235c1e08c2aec1788be0c6983ddb	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:11.781 UTC	nil	nil	2016-06-09 13:05:14.389 UTC
1440	All Data	8e127df83db52c6c1682785fec3c9c86	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:14	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	3	0	InCorrect	done	ButtonPressed	-1					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:51:51.466 CEST	15d6f48991034b047e8e3e4ba80e56dd	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:14.809 UTC	nil	nil	2016-06-09 13:05:24.625 UTC
1441	All Data	5567e60265ccb6a54035fdeb7c09c43f	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:25	US/Eastern	11	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	4	0	InCorrect	postExplOp1	UpdateComboBox	Distributed					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:51:54.474 CEST	22cb926e6174010f48673e4d62def93d	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:25.620 UTC	nil	nil	2016-06-09 13:05:35.988 UTC
1442	All Data	4ca7ae8beb4e8ecad451ea3a8336f9dc	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:36	US/Eastern	11	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	5	0	InCorrect	postExplSide1	UpdateComboBox	to the right side					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:51:59.652 CEST	d2ed7c0005d0b3f8e7ff2cc4f84fc361	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:36.542 UTC	nil	nil	2016-06-09 13:05:39.093 UTC
1443	All Data	86c1568c0f0b0d8cea818e555aa79e7d	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:39	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	6	0	InCorrect	solveRight2	UpdateTextField	9x					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:16.554 CEST	c1f2c7a900c2ed374d68c233b23f2294	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:39.095 UTC	nil	nil	2016-06-09 13:05:42.862 UTC
1444	All Data	3967748b703971d85789e1dc2951a156	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:42	US/Eastern	3	HINT_REQUEST		HINT_MSG	Hint	Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	7	0	Hint	hint	ButtonPressed	-1	You have constants on both sides: 7 on the left and 2 on the right. How can you have all constants on the right and no constants on the left?		1	4	Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:21.010 CEST	ebbfefa9f5cea3af59d7ceecc9c52afd	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:42.941 UTC	nil	nil	2016-06-09 13:05:44.277 UTC
1445	All Data	cea93a31c04a4d9467120e991279898b	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:44	US/Eastern	2	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	8	0	InCorrect	solveRight2	UpdateTextField	5x-5					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:31.618 CEST	a300f6970a34b9e43d72b452cf0329b2	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:44.504 UTC	nil	nil	2016-06-09 13:05:46.784 UTC
1446	All Data	68bbbad8e15501d71942d6aaaa4f7544	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:46	US/Eastern	2	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	9	0	InCorrect	done	ButtonPressed	-1					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:34.583 CEST	231c5892b21a9228c1a05dbdebaa34c1	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:46.785 UTC	nil	nil	2016-06-09 13:05:50.166 UTC
1447	All Data	a9e4025e20dedd65e7c890ab7a17c36e	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:50	US/Eastern	4	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	10	0	InCorrect	solveLeft2	UpdateTextField	20					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:34.583 CEST	7698159b4c12e1f4705aebb760ffddec	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:50.167 UTC	nil	nil	2016-06-09 13:05:57.606 UTC
1448	All Data	40e7c2f816ec4dde7fdf8bb9a2b1837b	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:05:57	US/Eastern	7	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	11	0	InCorrect	solveRight3	UpdateTextField	5x					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:41.123 CEST	6e3f03434dd4b5addd63573900979b41	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:05:57.639 UTC	nil	nil	2016-06-09 13:06:00.009 UTC
1449	All Data	2734fa17c14bb1d5561ea82b4fa6a310	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:00	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	12	0	InCorrect	solveLeft3	UpdateTextField	20+5					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:49.283 CEST	79c72d16b971c35e695f13c68aa63c76	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:00.052 UTC	nil	nil	2016-06-09 13:06:03.328 UTC
1450	All Data	bda35c8528bee7188e55b677ca310861	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:03	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	13	0	InCorrect	done	ButtonPressed	-1					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:49.283 CEST	3ed3b7815bd6492555aaed62d8bdc070	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:03.332 UTC	nil	nil	2016-06-09 13:06:06.102 UTC
1451	All Data	a9429575ccf835eaf54eac37ef4a7b37	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:06	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	14	0	InCorrect	postExplOp3	UpdateComboBox	Added					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:53.085 CEST	9718fe285d395a7dbe927f3736df21f6	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:06.124 UTC	nil	nil	2016-06-09 13:06:09.063 UTC
1452	All Data	906b1d60d417734893628d007689ab59	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:09	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	15	0	InCorrect	postExplNum3	UpdateTextField	5					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:56.467 CEST	a478ee0ae3f7e9b3197df7bd58506a66	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:09.065 UTC	nil	nil	2016-06-09 13:06:15.002 UTC
1453	All Data	d39b957c2c9f1a359d52fbfd3c1817a1	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:15	US/Eastern	6	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	16	0	InCorrect	postExplSide3	UpdateComboBox	to/from both sides					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:52:57.453 CEST	cacbc94cd2245a15548614a3c7bf1e19	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:15.003 UTC	nil	nil	2016-06-09 13:06:18.419 UTC
1454	All Data	5ab595c8552fb6ef7e78d7ae687a0084	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:18	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	17	0	InCorrect	solveLeft4	UpdateTextField	25					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:53:02.157 CEST	6775e79cbd017c8357d1a58b45d54b82	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:18.422 UTC	nil	nil	2016-06-09 13:06:20.946 UTC
1455	All Data	09d6fa2ceadc0ad333f79250e5761e2e	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:21	US/Eastern	3	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	18	0	InCorrect	solveRight4	UpdateTextField	5x					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:53:05.938 CEST	9e465f5116d19411e3158cbf722a3c62	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:21.031 UTC	nil	nil	2016-06-09 13:06:23.474 UTC
1456	All Data	4a9d8292a8432dc42818a004aa3ed0f9	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:23	US/Eastern	2	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	19	0	InCorrect	done	ButtonPressed	-1					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:53:06.043 CEST	d85d9656191eb6c27bd686978fec19e2	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:23.475 UTC	nil	nil	2016-06-09 13:06:29.820 UTC
1457	All Data	aa032c799ab8908aa333a11f2a1b3578	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:30	US/Eastern	7	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	20	0	InCorrect	solveRight5	UpdateTextField	x					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:53:10.899 CEST	21783f0e2c18650fb532f801c4e58764	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:30.002 UTC	nil	nil	2016-06-09 13:06:35.661 UTC
1458	All Data	ee1ea387bce8d5736f5374e047ecad16	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:35	US/Eastern	5	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	21	0	InCorrect	done	ButtonPressed	-1					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:53:15.674 CEST	cfd145d6889dc462cccd378e31b5fd36	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:35.737 UTC	nil	nil	2016-06-09 13:06:39.110 UTC
1459	All Data	5f1d63aea5c65e2557dae217ea2acdb4	Stu_1b7774e6b77e88ac638f5825cb7b8ba5	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-09 09:06:39	US/Eastern	4	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 7=2	5	2016-06-09 09:05:00	solveLeft1 UpdateTextField	22	0	InCorrect	solveLeft5	UpdateTextField	5					Add/subtract_constant_from_both_sides	LDashb									Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 15:53:15.674 CEST	298f8947d1ddf7a319276b318d6622ab	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 13:06:39.110 UTC	nil	nil	2016-06-09 13:06:40.874 UTC
