Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Completion History)	CF (act)	CF (knowledge-trace)	CF (pKnowValues)	CF (postEqStu)	CF (postEqSys)	CF (preEqProps)	CF (preEqStu)	CF (preEqSys)	CF (step_id)	CF (tool_event_time)	CF (transf)	CF (transfProps)	CF (tutor_event_time)
1660	All Data	32e36b292e04e1dcfd8e8738928e2db4	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:38:15	America/New_York	4	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	6x 5=x 15	1	2016-05-04 10:37:22	postExplOp1 UpdateComboBox	6	0	INCORRECT	solveRight4	UpdateTextField	10/5									Single-KC		KC116		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,0,1	nil		nil	nil	nil	nil	nil	nil	[postExplOp1][UpdateComboBox]	2016-05-04 14:38:15.791 UTC	nil	nil	2016-05-04 14:38:15.996 UTC
1661	All Data	6075f823c0177acec87edf140a7ff022	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:38:19	America/New_York	4	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	6x 5=x 15	1	2016-05-04 10:37:22	postExplOp1 UpdateComboBox	7	0	INCORRECT	solveLeft5	UpdateTextField	x									Single-KC		KC116		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,0,1	nil		nil	nil	nil	nil	nil	nil	[postExplOp1][UpdateComboBox]	2016-05-04 14:38:19.510 UTC	nil	nil	2016-05-04 14:38:19.695 UTC
1662	All Data	4034d34b3ca75987171fdfd071f5aa51	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:38:21	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	6x 5=x 15	1	2016-05-04 10:37:22	postExplOp1 UpdateComboBox	8	0	INCORRECT	solveRight5	UpdateTextField	2									Single-KC		KC116		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,0,1	nil		nil	nil	nil	nil	nil	nil	[postExplOp1][UpdateComboBox]	2016-05-04 14:38:21.672 UTC	nil	nil	2016-05-04 14:38:21.857 UTC
1663	All Data	d2c553be85e66e8bf4fb29523c35931a	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:38:21	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	6x 5=x 15	1	2016-05-04 10:37:22	undo ButtonPressed	1	1	CORRECT	undo	ButtonPressed	-1									Single-KC		KC1320		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,0,1	nil		nil	nil	nil	nil	nil	nil	[undo][ButtonPressed]	2016-05-04 14:38:21.675 UTC	nil	nil	2016-05-04 14:38:21.944 UTC
1664	All Data	5e03db5dfbbcce4c958dfce88fc0bd31	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:38:30	America/New_York	9	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	6x 5=x 15	1	2016-05-04 10:37:22	solveRight1 UpdateTextField	2	1	CORRECT	solveRight1	UpdateTextField	15					Combine_variable_terms	LDashb_Test			Single-KC		KC811		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,0,1	write-right	Combine_variable_terms,LDashb_Test,1.00;Combine_variable_terms,LDashb_Test,1.00;Combine_variable_terms,LDashb_Test,1.00	nil	5x+5 = 15	5x + 5 = 15	1|1|1|1|0|0|0|0|0|1|0|0	5x+5 = _____	5x + 5 = x - x + 15	[solveRight1][UpdateTextField]	2016-05-04 14:38:30.65 UTC	add -x both	v|+|?|1	2016-05-04 14:38:30.276 UTC
1665	All Data	bae9db5066ee54604d4e3cc0c65c466d	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:38:31	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	6x 5=x 15	1	2016-05-04 10:37:22	postExplOp1 UpdateComboBox	9	1	INCORRECT	done	ButtonPressed	-1	You are not done yet with this problem. You need to have x by itself.								Single-KC		KC116		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,0,1	nil		nil	nil	nil	nil	nil	nil	[postExplOp1][UpdateComboBox]	2016-05-04 14:38:31.685 UTC	nil	nil	2016-05-04 14:38:31.919 UTC
1666	All Data	17c6c095505a93991c475e564304e80d	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:39:21	America/New_York	47	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	1	0	INCORRECT	solveLeft1	UpdateTextField	2x-5+12					Distribute	LDashb_Test			Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil	Distribute,LDashb_Test,0.23;Distribute,LDashb_Test,0.23	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:39:21.504 UTC	nil	nil	2016-05-04 14:39:21.899 UTC
1667	All Data	f6f8ec90928a02f67917a16536a2bbd2	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:39:23	America/New_York	2	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveRight1 UpdateTextField	1	0	CORRECT	solveRight1	UpdateTextField	20					Distribute	LDashb_Test			Single-KC		KC515		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	write-right	Distribute,LDashb_Test,0.92;Distribute,LDashb_Test,0.92	nil	_____ = 20	12 + 2(x) + 2(-3) = 20	0|0|1|1|0|0|1|0|0|0|0|0	_____ = _____	12 + 2(x - 3) = 20	[solveRight1][UpdateTextField]	2016-05-04 14:39:23.604 UTC	distribute left		2016-05-04 14:39:23.743 UTC
1668	All Data	94d78b75b55ee10eb16c10e903aa9234	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:02	America/New_York	39	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	2	0	INCORRECT	solveLeft2	UpdateTextField	2x+12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:02.353 UTC	nil	nil	2016-05-04 14:40:02.740 UTC
1669	All Data	b52da9fc00865635a359c7d0fde208fa	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:13	America/New_York	11	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	3	0	INCORRECT	solveRight2	UpdateTextField	20-5									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:13.486 UTC	nil	nil	2016-05-04 14:40:13.901 UTC
1670	All Data	83cf012bdf5e111a5afc2b2e9bf7b5a1	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:20	America/New_York	7	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	4	0	INCORRECT	solveLeft3	UpdateTextField	2x+12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:20.292 UTC	nil	nil	2016-05-04 14:40:20.693 UTC
1671	All Data	e390c6c01b4cd308d3eb3308b8feb715	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:23	America/New_York	3	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	5	0	INCORRECT	solveRight3	UpdateTextField	15									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:23.505 UTC	nil	nil	2016-05-04 14:40:23.911 UTC
1672	All Data	e571319a664d5de83652e9f888d80c94	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:38	America/New_York	15	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	6	0	INCORRECT	solveLeft4	UpdateTextField	2x+12-12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:38.854 UTC	nil	nil	2016-05-04 14:40:39.295 UTC
1673	All Data	4884262c3361a866c16f26068b58cd13	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:51	America/New_York	13	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	undo ButtonPressed	1	1	CORRECT	undo	ButtonPressed	-1									Single-KC		KC866		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[undo][ButtonPressed]	2016-05-04 14:40:51.660 UTC	nil	nil	2016-05-04 14:40:52.22 UTC
1674	All Data	bbc5fb99964958f94abac57d1d091da2	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:52	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	7	0	INCORRECT	undo	ButtonPressed	-1					Distribute	LDashb_Test			Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil	Distribute,LDashb_Test,0.92;Distribute,LDashb_Test,0.92	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:52.296 UTC	nil	nil	2016-05-04 14:40:53.56 UTC
1675	All Data	2707b8127bf2dfb2e39dd7d4a19f861e	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:53	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	8	0	INCORRECT	undo	ButtonPressed	-1					Distribute	LDashb_Test			Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil	Distribute,LDashb_Test,0.92;Distribute,LDashb_Test,0.92	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:53.484 UTC	nil	nil	2016-05-04 14:40:54.189 UTC
1676	All Data	9feb39af51486abb3ed1aa7a27336004	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:54	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	9	0	INCORRECT	undo	ButtonPressed	-1					Distribute	LDashb_Test			Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil	Distribute,LDashb_Test,0.92;Distribute,LDashb_Test,0.92	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:54.286 UTC	nil	nil	2016-05-04 14:40:54.988 UTC
1677	All Data	fa6e8f5b7d151a4633a23acf5c169ab7	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:56	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	10	0	INCORRECT	solveLeft4	UpdateTextField	2x+12-12					Distribute	LDashb_Test			Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil	Distribute,LDashb_Test,0.92;Distribute,LDashb_Test,0.92	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:56.847 UTC	nil	nil	2016-05-04 14:40:57.336 UTC
1678	All Data	eaa2320c2ccac5e9e1cfa005733a0f20	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:40:56	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	11	0	INCORRECT	undo	ButtonPressed	-1					Distribute	LDashb_Test			Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil	Distribute,LDashb_Test,0.92;Distribute,LDashb_Test,0.92	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:40:56.847 UTC	nil	nil	2016-05-04 14:40:57.960 UTC
1679	All Data	3280c6c032cad345c17fad221337bf9c	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:41:44	America/New_York	48	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	12	0	INCORRECT	solveLeft1	UpdateTextField	-5x+12					Distribute	LDashb_Test			Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil	Distribute,LDashb_Test,0.92;Distribute,LDashb_Test,0.92	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:41:44.217 UTC	nil	nil	2016-05-04 14:41:44.582 UTC
1680	All Data	ae8ae35588b1c87cacb2456bbf65cde7	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:41:52	America/New_York	8	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveRight1 UpdateTextField	2	1	CORRECT	solveRight1	UpdateTextField	20					Distribute	LDashb_Test			Single-KC		KC515		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	write-right	Distribute,LDashb_Test,1.00;Distribute,LDashb_Test,1.00	nil	_____ = 20	12 + 2(x) + 2(-3) = 20	0|0|1|1|0|0|1|0|0|0|0|0	_____ = _____	12 + 2(x - 3) = 20	[solveRight1][UpdateTextField]	2016-05-04 14:41:52.550 UTC	distribute left		2016-05-04 14:41:52.706 UTC
1681	All Data	29cb00b5533bf59c1a02218acd708d0a	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:42:00	America/New_York	8	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	13	0	INCORRECT	solveLeft2	UpdateTextField	-5x+12-12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:42:00.126 UTC	nil	nil	2016-05-04 14:42:00.538 UTC
1682	All Data	c15ac66711202e5ab2a9af5bc9094145	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:42:19	America/New_York	19	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	14	0	INCORRECT	solveRight2	UpdateTextField	20-12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:42:19.292 UTC	nil	nil	2016-05-04 14:42:19.725 UTC
1683	All Data	b6f6335af8be8f6a23f7ef6582706694	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:42:24	America/New_York	5	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	15	0	INCORRECT	solveLeft3	UpdateTextField	-5x									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:42:24.215 UTC	nil	nil	2016-05-04 14:42:24.631 UTC
1684	All Data	8eff1ccedb836ba80fdb4c24854a29e1	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:42:42	America/New_York	18	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	16	0	INCORRECT	solveRight2	UpdateTextField	20-									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:42:42.629 UTC	nil	nil	2016-05-04 14:42:43.38 UTC
1685	All Data	98ad8b236e252a5c950d522d63e94685	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:42:46	America/New_York	4	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	17	0	INCORRECT	solveLeft2	UpdateTextField	+12-12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:42:46.764 UTC	nil	nil	2016-05-04 14:42:47.208 UTC
1686	All Data	cbfd9c0886b52e9c79706af5eb37141f	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:42:51	America/New_York	5	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	18	0	INCORRECT	solveLeft1	UpdateTextField	2x+12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:42:51.493 UTC	nil	nil	2016-05-04 14:42:51.791 UTC
1687	All Data	a9a5986b6ec34b977ac666596e5276b9	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:42:54	America/New_York	3	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	19	0	INCORRECT	solveLeft2	UpdateTextField	2+12-12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:42:54.244 UTC	nil	nil	2016-05-04 14:42:54.691 UTC
1688	All Data	64cf642afc5ebf2dd41c0cdcc31ce060	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:42:57	America/New_York	3	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	20	0	INCORRECT	solveRight2	UpdateTextField	20-12									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:42:57.721 UTC	nil	nil	2016-05-04 14:42:58.144 UTC
1689	All Data	056402ec4a65928bb9749c97c8969fd0	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:43:00	America/New_York	3	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	21	0	INCORRECT	solveLeft3	UpdateTextField	2x									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:43:00.190 UTC	nil	nil	2016-05-04 14:43:00.602 UTC
1690	All Data	6f89ea4ab60d198413ef03509e35d924	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:43:02	America/New_York	2	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	22	0	INCORRECT	solveRight3	UpdateTextField	8									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:43:02.484 UTC	nil	nil	2016-05-04 14:43:02.914 UTC
1691	All Data	117ebb1f0f00309fd3b02db8ee2e1a2d	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:43:11	America/New_York	9	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	23	0	INCORRECT	solveLeft3	UpdateTextField	2x/2									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:43:11.460 UTC	nil	nil	2016-05-04 14:43:11.884 UTC
1692	All Data	eb952fcc6864ff6a39f342d16b3d2402	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:43:16	America/New_York	5	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	24	0	INCORRECT	solveRight3	UpdateTextField	8/2									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:43:16.469 UTC	nil	nil	2016-05-04 14:43:16.894 UTC
1693	All Data	c77b01599079296f179a00d749c5d242	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:43:19	America/New_York	3	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	25	0	INCORRECT	solveLeft4	UpdateTextField	x									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:43:19.220 UTC	nil	nil	2016-05-04 14:43:19.652 UTC
1694	All Data	1f8c366e3f5d84cae22e02b9fbe61055	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:43:21	America/New_York	2	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	26	0	INCORRECT	solveRight4	UpdateTextField	4									Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:43:21.564 UTC	nil	nil	2016-05-04 14:43:21.971 UTC
1695	All Data	9df8543483be5a673c9ee9daee2aba73	Stu_86f2f0233051459b80ca5e5e9b130d94	S5420040a732cfd52fe0c7558809d709e	2016-05-04 10:43:23	America/New_York	2	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Blue	ProblemSetDashboardTest_1	2(x-3) 12=20	1	2016-05-04 10:38:34	solveLeft1 UpdateTextField	27	1	INCORRECT	done	ButtonPressed	-1	You are not done yet with this problem. You need to have x by itself.								Single-KC		KC521		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	1,0,1,1,0,0,1,1,1	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:43:23.38 UTC	nil	nil	2016-05-04 14:43:23.518 UTC
