Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (act)	CF (curEqAbstr)	CF (knowledge-trace)	CF (orig_stu_id)	CF (orig_time)	CF (orig_trans_id)	CF (pKnowValues)	CF (postEqStu)	CF (postEqSys)	CF (preEqProps)	CF (preEqStu)	CF (preEqSys)	CF (prevRowEqAbstr)	CF (step_id)	CF (tool_event_time)	CF (transf)	CF (transfProps)	CF (tutor_event_time)
1319	All Data	ac5eebad024533dc47909ee008a7d45e	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:47	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide4 UpdateComboBox	22	1	InCorrect	postExplSide4	UpdateComboBox	to the left side					unnamed										Single-KC		KC87		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 15:59:17.891 CEST	c3114e50ae28dcb5f5cbb3652b4fbe79	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:47.025 UTC	nil	nil	2016-06-01 12:12:47.153 UTC
1320	All Data	e121fdfefe7ba2bf0e21f2cda1f5007c	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:47	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight6 UpdateTextField	13	1	InCorrect	solveRight6	UpdateTextField	x					unnamed										Single-KC		KC10		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 15:59:59.333 CEST	3aa85b57a6068427745f76b1cced0ffc	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:47.932 UTC	nil	nil	2016-06-01 12:12:48.018 UTC
1321	All Data	6dd58b430101c9965815d63db1c57368	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:47	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft6 UpdateTextField	14	0	InCorrect	solveLeft6	UpdateTextField	24/4					unnamed										Single-KC		KC67		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 15:59:48.650 CEST	e2e175fe677205a4d3ac9e2ed64d42ae	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:47.815 UTC	nil	nil	2016-06-01 12:12:47.931 UTC
1322	All Data	95720341fd62f14e6e5c7f0ecec1cf94	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:47	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft6 UpdateTextField	15	1	InCorrect	solveLeft6	UpdateTextField	24/-4					unnamed										Single-KC		KC67		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 15:59:44.394 CEST	b711199f336dce9079fb564fde0b6a03	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:47.703 UTC	nil	nil	2016-06-01 12:12:47.815 UTC
1323	All Data	4e506e467f62763bd0eb15b2fff713d1	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:47	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight5 UpdateTextField	18	1	InCorrect	solveRight5	UpdateTextField	4x					unnamed										Single-KC		KC85		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 15:59:36.566 CEST	7c49eb36b7ad25b28e8038408a2c2856	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:47.599 UTC	nil	nil	2016-06-01 12:12:47.703 UTC
1324	All Data	9598997e7e80aa0e0fb23f4ba49f2c3e	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:47	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft5 UpdateTextField	15	1	InCorrect	solveLeft5	UpdateTextField	24					unnamed										Single-KC		KC48		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 15:59:33.099 CEST	62ee29bba22dd8d7a74590285e2dbc90	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:47.497 UTC	nil	nil	2016-06-01 12:12:47.598 UTC
1325	All Data	628e6a0a929dddce04ac90b7f71998b0	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:47	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum4 UpdateTextField	15	1	InCorrect	postExplNum4	UpdateTextField	6					unnamed										Single-KC		KC42		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 15:59:20.739 CEST	14f4808b01fdfb0f5d21cbee29bdb4e6	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:47.263 UTC	nil	nil	2016-06-01 12:12:47.376 UTC
1326	All Data	d4c3b8105225926cf04f3bde993cb644	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	done ButtonPressed	284	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC31		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:24.760 CEST	4da3e20b47fac659957856952b39652f	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:12:48.740 UTC	nil	nil	2016-06-01 12:12:48.781 UTC
1327	All Data	8ccb07e63dee416f653999d5e9620ca8	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide6 UpdateComboBox	12	1	InCorrect	postExplSide6	UpdateComboBox	to/from both sides					unnamed										Single-KC		KC91		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:13.920 CEST	f29c8364e9638a3b81db23d3ee3a8eab	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.444 UTC	nil	nil	2016-06-01 12:12:48.531 UTC
1328	All Data	2a4966554b9b79fd2c2639950478d479	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplOp6 UpdateComboBox	12	0	InCorrect	postExplOp6	UpdateComboBox	Divided					unnamed										Single-KC		KC73		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:05.337 CEST	6a065730be670d771160203a6f9ab5a7	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.237 UTC	nil	nil	2016-06-01 12:12:48.338 UTC
1329	All Data	cacc43cc1cbdca8e75c59cc2c130e643	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight7 UpdateTextField	7	1	InCorrect	solveRight7	UpdateTextField	x					unnamed										Single-KC		KC58		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:24.631 CEST	64ade566cd8b4d7969feaac56fbb188c	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.648 UTC	nil	nil	2016-06-01 12:12:48.740 UTC
1330	All Data	ca00e29feff74afadc8f70a9e6897ded	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum6 UpdateTextField	8	1	InCorrect	postExplNum6	UpdateTextField	4					unnamed										Single-KC		KC45		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:12.656 CEST	4374c088632e311557dcd83bb72ea8b9	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.338 UTC	nil	nil	2016-06-01 12:12:48.443 UTC
1331	All Data	0dc7cbe0bed75d504a83d90a6ba80253	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplOp6 UpdateComboBox	13	0	InCorrect	postExplOp6	UpdateComboBox	Distributed					unnamed										Single-KC		KC73		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:03.153 CEST	5c584a090e053ca3bf946f14d171455b	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.131 UTC	nil	nil	2016-06-01 12:12:48.237 UTC
1332	All Data	9c7e6b544463381c6ced76e8ba5f71e0	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplOp6 UpdateComboBox	14	1	InCorrect	postExplOp6	UpdateComboBox	Combined like terms					unnamed										Single-KC		KC73		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:01.673 CEST	b1008a06e9c5d91658543cc63eda0ede	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.019 UTC	nil	nil	2016-06-01 12:12:48.130 UTC
1333	All Data	f40e922774ab840b1dc4d81480c85d40	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight1 UpdateTextField	104	0	InCorrect	solveRight1	UpdateTextField	5x-3x					unnamed										Single-KC		KC20		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:59.589 CEST	f0285e5a661fe1ad6e057e7ab7e496b4	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.885 UTC	nil	nil	2016-06-01 12:12:49.260 UTC
1334	All Data	1642d3564dac6f9fb820070f3716ccf6	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	240	0	InCorrect	solveLeft1	UpdateTextField	10					unnamed										Single-KC		KC95		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:51.312 CEST	16c7436966898fed533deb8cd6c4bc79	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.782 UTC	nil	nil	2016-06-01 12:12:48.884 UTC
1335	All Data	e2791608e0cb28f829b21b3590a7b414	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:48	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft7 UpdateTextField	8	1	InCorrect	solveLeft7	UpdateTextField	6					unnamed										Single-KC		KC23		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:00:21.128 CEST	f71336d8a40d90b21bd2ae0fccfaf397	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:48.531 UTC	nil	nil	2016-06-01 12:12:48.647 UTC
1336	All Data	f75e72aa9186823b9b0527cfc933fd60	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:49	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplOp1 UpdateComboBox	35	0	InCorrect	postExplOp1	UpdateComboBox	Added					unnamed										Single-KC		KC15		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:01.327 CEST	281efb19b8ca030131a741951897906e	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:49.261 UTC	nil	nil	2016-06-01 12:12:49.361 UTC
1337	All Data	a7fd15ae806e8bfe4d6b7e56b9c2248a	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:49	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	26	0	InCorrect	postExplSide1	UpdateComboBox	to the left side					unnamed										Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:14.637 CEST	7b03a3adc8bebb6538bab10d9f986d61	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:49.906 UTC	nil	nil	2016-06-01 12:12:50.032 UTC
1338	All Data	28eff962a14dead02c1deda9be98bf02	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:49	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	27	0	InCorrect	postExplSide1	UpdateComboBox	to the left side					unnamed										Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:11.437 CEST	2986c779568f1877b7e7e376e6aa07ea	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:49.660 UTC	nil	nil	2016-06-01 12:12:49.795 UTC
1339	All Data	a36ea3f7d027607ec598233ea4cb046c	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:49	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	28	0	InCorrect	postExplSide1	UpdateComboBox	to the left side					unnamed										Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:04.853 CEST	488b5d8275753dda1ad92e68ec0249fa	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:49.448 UTC	nil	nil	2016-06-01 12:12:49.565 UTC
1340	All Data	cacbc0c72b4e45758c45d5f1e3b9b98d	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:49	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	29	0	InCorrect	postExplSide1	UpdateComboBox	to the left side					unnamed										Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:04.325 CEST	ce1aa29ef8e4f89d65e196d570d7a57d	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:49.362 UTC	nil	nil	2016-06-01 12:12:49.447 UTC
1341	All Data	9b960b7f67b9acb401b3799c21802166	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:49	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	1	0	InCorrect	postExplNum1	UpdateTextField	3					unnamed										Single-KC		KC34		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:13.626 CEST	5fce0f36090f03594c1e3194086238e0	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:49.796 UTC	nil	nil	2016-06-01 12:12:49.905 UTC
1342	All Data	48ceae0930b910c3e1177129685d7455	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:49	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	2	0	InCorrect	postExplNum1	UpdateTextField	-3					unnamed										Single-KC		KC34		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:10.437 CEST	90d0f35447099d117009803ea0880938	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:49.566 UTC	nil	nil	2016-06-01 12:12:49.659 UTC
1343	All Data	a0e8aa14a88c5e243c79eeba01e5eba9	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	HINT_REQUEST		HINT_MSG	Hint	Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	done ButtonPressed	285	0	Hint	hint	ButtonPressed	-1	You have isolated x.		1	3	MAIN::done										Single-KC		KC31		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:36.180 CEST	3ecf77bbe87af21ec315d7142c6510c2	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:12:50.889 UTC	nil	nil	2016-06-01 12:12:50.986 UTC
1344	All Data	0df33865e9638bfc035c6c368fb4414f	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	30	0	InCorrect	postExplSide1	UpdateComboBox	to the left side					unnamed										Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:36.099 CEST	a85bf1c842f37ca25473e82c6b060257	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.783 UTC	nil	nil	2016-06-01 12:12:50.888 UTC
1345	All Data	cabceedefb08027e341ec3007aee5d65	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	31	0	InCorrect	postExplSide1	UpdateComboBox	to the left side					unnamed										Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:32.276 CEST	06bd23210dd66e7b6020abcd245aa71f	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.574 UTC	nil	nil	2016-06-01 12:12:50.687 UTC
1346	All Data	9e3fe3be05f6729b4ddbcfea9035cdfa	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	32	0	InCorrect	postExplSide1	UpdateComboBox	to the left side					unnamed										Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:23.228 CEST	55f1409809d8e429917634842eeb3d6a	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.334 UTC	nil	nil	2016-06-01 12:12:50.436 UTC
1347	All Data	0674a312180f2a26673f1cacfe8a1979	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	33	0	InCorrect	postExplSide1	UpdateComboBox	to the left side					unnamed										Single-KC		KC17		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:18.013 CEST	db851fe342ce463215d1028e0f420fc6	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.139 UTC	nil	nil	2016-06-01 12:12:50.220 UTC
1348	All Data	98e627093a410c7e8de1d97ef6fe5037	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	4	0	InCorrect	postExplNum1	UpdateTextField	3					unnamed										Single-KC		KC34		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:34.648 CEST	3ddb0b550b47446163f38a272f247efb	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.687 UTC	nil	nil	2016-06-01 12:12:50.783 UTC
1349	All Data	a6d5bc1a06df7f13d207b7ee7c317012	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	3	0	InCorrect	postExplNum1	UpdateTextField	-3x					unnamed										Single-KC		KC34		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:41.048 CEST	e647bb32943cd3035d5f7cecf694b6e8	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.988 UTC	nil	nil	2016-06-01 12:12:51.119 UTC
1350	All Data	3888e5f62d51ac4542aa3c22d7c9b4b3	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	5	0	InCorrect	postExplNum1	UpdateTextField	10					unnamed										Single-KC		KC34		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:30.968 CEST	02ffffc0e1feda6b74e6ba6e7cadf67a	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.459 UTC	nil	nil	2016-06-01 12:12:50.574 UTC
1351	All Data	dc35936d682757940525e99ca96ce7a1	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	6	0	InCorrect	postExplNum1	UpdateTextField	5x					unnamed										Single-KC		KC34		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:22.434 CEST	71300f4b2cbe3f6dc297b33ceb0e9a0f	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.221 UTC	nil	nil	2016-06-01 12:12:50.333 UTC
1352	All Data	d2c0499daf321d4a433bdf3cbdc5c0dc	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:12:50	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	7	0	InCorrect	postExplNum1	UpdateTextField	3x					unnamed										Single-KC		KC34		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-05 16:01:17.233 CEST	aab25b86058127f82df94283669d2e27	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:12:50.033 UTC	nil	nil	2016-06-01 12:12:50.138 UTC
