Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Selection	Action	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Completion History)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
52	All Data	c6e177e46fac2d91624481f903b326cb	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:23:34	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:23:18	ansDen1 UpdateTextField	1	1	CORRECT	ansDen1		UpdateTextField		3					Single-KC		KC2		Admin	Peter.S	0,0	[ansDen1][UpdateTextField]	2016-05-10 16:23:34.370 UTC	2016-05-10 16:23:34.463 UTC
53	All Data	b07448def965c998b5554f65b9da1ad3	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:23:35	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:23:18	ansNumFinal1 UpdateTextField	1	1	CORRECT	ansNumFinal1		UpdateTextField		1					Single-KC		KC10		Admin	Peter.S	0,0	[ansNumFinal1][UpdateTextField]	2016-05-10 16:23:35.725 UTC	2016-05-10 16:23:36.125 UTC
54	All Data	b1bc0de7be648cd7ffc8c45883772d59	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:23:39	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:23:18	ansDenFinal1 UpdateTextField	1	1	CORRECT	ansDenFinal1		UpdateTextField		1					Single-KC		KC9		Admin	Peter.S	0,0	[ansDenFinal1][UpdateTextField]	2016-05-10 16:23:39.203 UTC	2016-05-10 16:23:39.497 UTC
55	All Data	1e23cc6d0e70ead2e9ff561a2086fe30	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:23:39	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:23:18	done ButtonPressed	1	1	CORRECT	done		ButtonPressed		-1					Single-KC		KC16		Admin	Peter.S	0,0	[done][ButtonPressed]	2016-05-10 16:23:39.211 UTC	2016-05-10 16:23:39.497 UTC
56	All Data	3bfc806d0b774766eadeaf981b5c926d	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:23:47	America/New_York	6	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	firstNumConv UpdateTextField	1	0	INCORRECT	firstNumConv		UpdateTextField		1					Single-KC		KC12		Admin	Peter.S	1,0	[firstNumConv][UpdateTextField]	2016-05-10 16:23:47.246 UTC	2016-05-10 16:23:47.501 UTC
57	All Data	f18a18cb5c6e5cb68e270eb9b379b6a6	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:23:52	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	firstNumConv UpdateTextField	2	0	INCORRECT	firstNumConv		UpdateTextField		3					Single-KC		KC12		Admin	Peter.S	1,0	[firstNumConv][UpdateTextField]	2016-05-10 16:23:52.79 UTC	2016-05-10 16:23:52.388 UTC
58	All Data	1d902a6b6d6ea75f897125b0f71a6666	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:23:56	America/New_York	4	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	firstNumConv UpdateTextField	3	1	CORRECT	firstNumConv		UpdateTextField		5					Single-KC		KC12		Admin	Peter.S	1,0	[firstNumConv][UpdateTextField]	2016-05-10 16:23:56.126 UTC	2016-05-10 16:23:56.253 UTC
59	All Data	154fa94ebf57bb0bb45dcb6f18395193	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:23:59	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	firstDenConv UpdateTextField	1	1	CORRECT	firstDenConv		UpdateTextField		15					Single-KC		KC17		Admin	Peter.S	1,0	[firstDenConv][UpdateTextField]	2016-05-10 16:23:59.159 UTC	2016-05-10 16:23:59.247 UTC
60	All Data	19d417a5414d8e40a10928d3ff70e99a	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:02	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	secNumConv UpdateTextField	1	0	INCORRECT	secNumConv		UpdateTextField		15					Single-KC		KC14		Admin	Peter.S	1,0	[secNumConv][UpdateTextField]	2016-05-10 16:24:02.476 UTC	2016-05-10 16:24:02.637 UTC
61	All Data	81c0bcd94c8ba5d6211de10adba4bd8e	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:04	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	secDenConv UpdateTextField	1	1	CORRECT	secDenConv		UpdateTextField		15					Single-KC		KC11		Admin	Peter.S	1,0	[secDenConv][UpdateTextField]	2016-05-10 16:24:04.306 UTC	2016-05-10 16:24:04.757 UTC
62	All Data	d482beababe8031ce7363954d23e4125	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:09	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	secNumConv UpdateTextField	2	0	INCORRECT	secNumConv		UpdateTextField		9					Single-KC		KC14		Admin	Peter.S	1,0	[secNumConv][UpdateTextField]	2016-05-10 16:24:09.59 UTC	2016-05-10 16:24:09.226 UTC
63	All Data	78c4ff70f0d99ec385b4939479269ea0	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:14	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	secNumConv UpdateTextField	3	1	CORRECT	secNumConv		UpdateTextField		6					Single-KC		KC14		Admin	Peter.S	1,0	[secNumConv][UpdateTextField]	2016-05-10 16:24:14.439 UTC	2016-05-10 16:24:14.548 UTC
64	All Data	fd9c9ae2e47b9101d38f5cdd2ad7db81	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:21	America/New_York	7	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	ansNum1 UpdateTextField	1	1	CORRECT	ansNum1		UpdateTextField		11					Single-KC		KC18		Admin	Peter.S	1,0	[ansNum1][UpdateTextField]	2016-05-10 16:24:21.923 UTC	2016-05-10 16:24:22.459 UTC
65	All Data	d3f938fc0af668619d2fc5c9c7fa268b	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:27	America/New_York	6	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	ansDen1 UpdateTextField	1	1	CORRECT	ansDen1		UpdateTextField		15					Single-KC		KC1		Admin	Peter.S	1,0	[ansDen1][UpdateTextField]	2016-05-10 16:24:27.122 UTC	2016-05-10 16:24:27.217 UTC
66	All Data	31cac8b71528b0db52fc57ea2faf038a	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:29	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	done ButtonPressed	1	0	INCORRECT	ansNumFinal1		UpdateTextField		11					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:24:29.559 UTC	2016-05-10 16:24:29.656 UTC
67	All Data	e0a9d571843f17515f77b72703443186	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:31	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	done ButtonPressed	2	0	INCORRECT	ansDenFinal1		UpdateTextField		15					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:24:31.546 UTC	2016-05-10 16:24:31.684 UTC
68	All Data	68977c8af6652f493a67eeffc9658cb8	Test_8dcd44ef5e8eeb6bfe4e5a9a1f1fc907	Sfa5572be2695c7bbe42fbcdf4c5e574b	2016-05-10 12:24:31	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:23:41	done ButtonPressed	3	1	CORRECT	done		ButtonPressed		-1					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:24:31.552 UTC	2016-05-10 16:24:31.689 UTC
69	All Data	4210da7bccb4c080dd00cebc39b61d7f	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:24	America/New_York	13	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	firstNumConv UpdateTextField	1	1	CORRECT	firstNumConv		UpdateTextField		12					Single-KC		KC15		Admin	Peter.S	0,0	[firstNumConv][UpdateTextField]	2016-05-10 16:17:24.926 UTC	2016-05-10 16:17:25.213 UTC
70	All Data	84e627b53681c3063551377612763351	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:27	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	firstDenConv UpdateTextField	1	0	INCORRECT	firstDenConv		UpdateTextField		1241					Single-KC		KC13		Admin	Peter.S	0,0	[firstDenConv][UpdateTextField]	2016-05-10 16:17:27.73 UTC	2016-05-10 16:17:27.771 UTC
71	All Data	67cbda6b3323a84dede72668bfdbb046	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:28	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	secNumConv UpdateTextField	1	0	INCORRECT	secNumConv		UpdateTextField		13					Single-KC		KC7		Admin	Peter.S	0,0	[secNumConv][UpdateTextField]	2016-05-10 16:17:28.714 UTC	2016-05-10 16:17:29.193 UTC
72	All Data	3928f88a03349485bfd26c993fb0b5a3	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:31	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	secDenConv UpdateTextField	1	0	INCORRECT	secDenConv		UpdateTextField		1341					Single-KC		KC6		Admin	Peter.S	0,0	[secDenConv][UpdateTextField]	2016-05-10 16:17:31.447 UTC	2016-05-10 16:17:32.205 UTC
73	All Data	06a48f812379e963039eec3254234e7a	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:33	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	firstDenConv UpdateTextField	2	0	INCORRECT	ansNum1		UpdateTextField		124					Single-KC		KC13		Admin	Peter.S	0,0	[firstDenConv][UpdateTextField]	2016-05-10 16:17:33.563 UTC	2016-05-10 16:17:33.773 UTC
74	All Data	d83ee253e971fc1bc57a62696311d548	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:35	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	firstDenConv UpdateTextField	3	0	INCORRECT	ansDen1		UpdateTextField		131					Single-KC		KC13		Admin	Peter.S	0,0	[firstDenConv][UpdateTextField]	2016-05-10 16:17:35.805 UTC	2016-05-10 16:17:35.962 UTC
75	All Data	4656bd21c4183ea558615cae7258102d	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:38	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	firstDenConv UpdateTextField	4	0	INCORRECT	ansNumFinal1		UpdateTextField		1313					Single-KC		KC13		Admin	Peter.S	0,0	[firstDenConv][UpdateTextField]	2016-05-10 16:17:38.144 UTC	2016-05-10 16:17:38.297 UTC
76	All Data	29f7af35274f246182ca4a1c81116eb8	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:43	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	firstDenConv UpdateTextField	5	0	INCORRECT	ansDenFinal1		UpdateTextField		1341					Single-KC		KC13		Admin	Peter.S	0,0	[firstDenConv][UpdateTextField]	2016-05-10 16:17:43.819 UTC	2016-05-10 16:17:44.1 UTC
77	All Data	b4a844c0c277e881de69de704dc63f4d	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:17:49	America/New_York	6	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	firstDenConv UpdateTextField	6	0	INCORRECT	firstDenConv		UpdateTextField		3					Single-KC		KC13		Admin	Peter.S	0,0	[firstDenConv][UpdateTextField]	2016-05-10 16:17:49.227 UTC	2016-05-10 16:17:49.356 UTC
78	All Data	9113cd5de9a40323cad936c50821e6b8	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:21	America/New_York	32	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	firstDenConv UpdateTextField	7	1	CORRECT	firstDenConv		UpdateTextField		36					Single-KC		KC13		Admin	Peter.S	0,0	[firstDenConv][UpdateTextField]	2016-05-10 16:18:21.224 UTC	2016-05-10 16:18:21.373 UTC
79	All Data	1552e3938c176978787c81eeff834af8	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:24	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	secNumConv UpdateTextField	2	1	CORRECT	secNumConv		UpdateTextField		24					Single-KC		KC7		Admin	Peter.S	0,0	[secNumConv][UpdateTextField]	2016-05-10 16:18:24.164 UTC	2016-05-10 16:18:24.269 UTC
80	All Data	d64ecd41e4f396b71775d8a67edbcde9	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:27	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	secDenConv UpdateTextField	2	1	CORRECT	secDenConv		UpdateTextField		36					Single-KC		KC6		Admin	Peter.S	0,0	[secDenConv][UpdateTextField]	2016-05-10 16:18:27.824 UTC	2016-05-10 16:18:27.936 UTC
81	All Data	1cad286239e5fdda9ac258fa97923693	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:38	America/New_York	11	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	ansNum1 UpdateTextField	1	0	INCORRECT	ansNum1		UpdateTextField		10					Single-KC		KC4		Admin	Peter.S	0,0	[ansNum1][UpdateTextField]	2016-05-10 16:18:38.139 UTC	2016-05-10 16:18:38.290 UTC
82	All Data	0d394c397e0fb4d7d2e6ea2fc804c4d7	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:40	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	ansDen1 UpdateTextField	1	0	INCORRECT	ansDen1		UpdateTextField		10					Single-KC		KC2		Admin	Peter.S	0,0	[ansDen1][UpdateTextField]	2016-05-10 16:18:40.264 UTC	2016-05-10 16:18:40.495 UTC
83	All Data	4ba4e54e69d0c2a81ef75ffc6908c74a	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:45	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	ansDen1 UpdateTextField	2	1	CORRECT	ansDen1		UpdateTextField		36					Single-KC		KC2		Admin	Peter.S	0,0	[ansDen1][UpdateTextField]	2016-05-10 16:18:45.308 UTC	2016-05-10 16:18:45.403 UTC
84	All Data	9433dd81513e85cfbcd357a4583e3de5	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:47	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	ansNum1 UpdateTextField	2	1	CORRECT	ansNum1		UpdateTextField		36					Single-KC		KC4		Admin	Peter.S	0,0	[ansNum1][UpdateTextField]	2016-05-10 16:18:47.777 UTC	2016-05-10 16:18:47.868 UTC
85	All Data	b7beffdf58e77226024c494d4928a23f	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:51	America/New_York	4	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	ansNumFinal1 UpdateTextField	1	1	CORRECT	ansNumFinal1		UpdateTextField		1					Single-KC		KC10		Admin	Peter.S	0,0	[ansNumFinal1][UpdateTextField]	2016-05-10 16:18:51.59 UTC	2016-05-10 16:18:51.273 UTC
86	All Data	7e386b9b53704c23f5fec7d53a7f07bd	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:53	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	ansDenFinal1 UpdateTextField	1	1	CORRECT	ansDenFinal1		UpdateTextField		1					Single-KC		KC9		Admin	Peter.S	0,0	[ansDenFinal1][UpdateTextField]	2016-05-10 16:18:53.39 UTC	2016-05-10 16:18:53.83 UTC
87	All Data	26d4e4b07194d94a1a9ef4763ff6ebac	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:18:53	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:17:11	done ButtonPressed	1	1	CORRECT	done		ButtonPressed		-1					Single-KC		KC16		Admin	Peter.S	0,0	[done][ButtonPressed]	2016-05-10 16:18:53.48 UTC	2016-05-10 16:18:53.90 UTC
88	All Data	f7007f8aa0a8c9d4a5f8cbc0a2cdfc4c	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:07	America/New_York	14	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	firstNumConv UpdateTextField	1	0	INCORRECT	firstNumConv		UpdateTextField		4					Single-KC		KC12		Admin	Peter.S	1,0	[firstNumConv][UpdateTextField]	2016-05-10 16:19:07.75 UTC	2016-05-10 16:19:07.639 UTC
89	All Data	9ff1271b962f0eaa9e36221392fbcd1b	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:08	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	firstDenConv UpdateTextField	1	1	CORRECT	firstDenConv		UpdateTextField		15					Single-KC		KC17		Admin	Peter.S	1,0	[firstDenConv][UpdateTextField]	2016-05-10 16:19:08.921 UTC	2016-05-10 16:19:09.27 UTC
90	All Data	37165e32988ec014115ce204159e10d0	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:13	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	firstNumConv UpdateTextField	2	1	CORRECT	firstNumConv		UpdateTextField		5					Single-KC		KC12		Admin	Peter.S	1,0	[firstNumConv][UpdateTextField]	2016-05-10 16:19:13.24 UTC	2016-05-10 16:19:13.114 UTC
91	All Data	2d5ee2325e6e36d418b162125fb3edcc	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:25	America/New_York	12	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	secNumConv UpdateTextField	1	1	CORRECT	secNumConv		UpdateTextField		6					Single-KC		KC14		Admin	Peter.S	1,0	[secNumConv][UpdateTextField]	2016-05-10 16:19:25.811 UTC	2016-05-10 16:19:25.920 UTC
92	All Data	43b182a33f989eb8b59ffe71fd62e0c6	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:31	America/New_York	6	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	secDenConv UpdateTextField	1	1	CORRECT	secDenConv		UpdateTextField		15					Single-KC		KC11		Admin	Peter.S	1,0	[secDenConv][UpdateTextField]	2016-05-10 16:19:31.7 UTC	2016-05-10 16:19:31.110 UTC
93	All Data	1aaf89dc708a92abe8908ddb31452f14	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:32	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	ansNum1 UpdateTextField	1	1	CORRECT	ansNum1		UpdateTextField		11					Single-KC		KC18		Admin	Peter.S	1,0	[ansNum1][UpdateTextField]	2016-05-10 16:19:32.891 UTC	2016-05-10 16:19:32.993 UTC
94	All Data	fa2c33b138dda9aa628473632347261c	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:34	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	ansDen1 UpdateTextField	1	1	CORRECT	ansDen1		UpdateTextField		15					Single-KC		KC1		Admin	Peter.S	1,0	[ansDen1][UpdateTextField]	2016-05-10 16:19:34.416 UTC	2016-05-10 16:19:34.518 UTC
95	All Data	fd01efbac3367b07f78293d3d4d3640c	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:39	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	done ButtonPressed	1	0	INCORRECT	ansNumFinal1		UpdateTextField		2					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:19:39.294 UTC	2016-05-10 16:19:39.400 UTC
96	All Data	7bf02dc120a62be1217146ceffae999b	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:44	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	done ButtonPressed	2	0	INCORRECT	ansNumFinal1		UpdateTextField		11					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:19:44.220 UTC	2016-05-10 16:19:44.346 UTC
97	All Data	ef6201fdc26809139ccbc8e273fb969b	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:47	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	done ButtonPressed	3	0	INCORRECT	ansDenFinal1		UpdateTextField		15					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:19:47.708 UTC	2016-05-10 16:19:47.906 UTC
98	All Data	b9c016db271969e0f08b4c2c322ec9e9	Test_8f0452fa8790f2503c33f477728cad92	Saad9fff175b27e6feba78924987de5c4	2016-05-10 12:19:49	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:18:53	done ButtonPressed	4	1	CORRECT	done		ButtonPressed		-1					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:19:49.566 UTC	2016-05-10 16:19:49.650 UTC
99	All Data	bc6e1140b5dead1605d5bf8a678f8fa4	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:35	America/New_York	11	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	firstNumConv UpdateTextField	1	1	CORRECT	firstNumConv		UpdateTextField		1					Single-KC		KC15		Admin	Peter.S	0,0	[firstNumConv][UpdateTextField]	2016-05-10 16:20:35.580 UTC	2016-05-10 16:20:35.893 UTC
100	All Data	e3ee2b6ad96abf899e29512b95e96ad9	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:37	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	firstDenConv UpdateTextField	1	1	CORRECT	firstDenConv		UpdateTextField		3					Single-KC		KC13		Admin	Peter.S	0,0	[firstDenConv][UpdateTextField]	2016-05-10 16:20:37.530 UTC	2016-05-10 16:20:37.618 UTC
101	All Data	e1807eaabff79d17db3ca6f4084c72b0	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:39	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	secNumConv UpdateTextField	1	1	CORRECT	secNumConv		UpdateTextField		2					Single-KC		KC7		Admin	Peter.S	0,0	[secNumConv][UpdateTextField]	2016-05-10 16:20:39.29 UTC	2016-05-10 16:20:39.130 UTC
102	All Data	1be312ee3d351a0cf5d8d91e3e72ba95	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:40	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	secDenConv UpdateTextField	1	1	CORRECT	secDenConv		UpdateTextField		3					Single-KC		KC6		Admin	Peter.S	0,0	[secDenConv][UpdateTextField]	2016-05-10 16:20:40.579 UTC	2016-05-10 16:20:40.676 UTC
103	All Data	1aa3890a3e07ba9a93c5dc431a00b934	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:42	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	ansNum1 UpdateTextField	1	1	CORRECT	ansNum1		UpdateTextField		3					Single-KC		KC4		Admin	Peter.S	0,0	[ansNum1][UpdateTextField]	2016-05-10 16:20:42.110 UTC	2016-05-10 16:20:42.209 UTC
