Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (A6.01-merge-givenXY)	KC Category (A6.01-merge-givenXY)	KC (A6.01-default)	KC Category (A6.01-default)	KC (Single-KC)	KC Category (Single-KC)	School	Class	CF (calculated_offset)	CF (server_adjusted_event_time)	CF (server_adjusted_tool_event_time)	CF (server_adjusted_tutor_event_time)	CF (server_name)	CF (server_time_millis)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
100357	2012transactions	c7d11bca559e19f67ccb84260b30e4a0	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:03:15	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	vegetarian	4	2012-02-27 04:02:42	done ButtonPressed	1	0	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:03:16.477 UTC						2012/02/27 04:03:15.890 UTC	2012/02/27 04:03:16.313 UTC
100358	2012transactions	e84ee661ef24c5acb2f61112a2a31837	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:03:23	UTC	1	ATTEMPT				Default Assignment	6.28	bus ride	1	2012-02-27 04:03:22					NtpDate	NtpTimeCheck	2012-02-26 23:03:23.136 -0500																		Admin	Default Class	-161	2012/02/27 04:03:23.161 UTC			3.north-america.pool.ntp.org	1330315403136		2012/02/27 04:03:23.0 UTC	
100359	2012transactions	7f78f552652a748d1f503153504c6e1e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:03:31	UTC	8	ATTEMPT		RESULT		Default Assignment	6.28	bus ride	1	2012-02-27 04:03:22	option1end UpdateTextField	1	0	Correct	option1end	UpdateTextField	7.00								Scaling-down-to-a-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:03:32.441 UTC						2012/02/27 04:03:31.507 UTC	2012/02/27 04:03:32.280 UTC
100360	2012transactions	76cd8cdff83e70a4997001afce6c9520	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:03:38	UTC	7	ATTEMPT		RESULT		Default Assignment	6.28	bus ride	1	2012-02-27 04:03:22	option2end UpdateTextField	1	0	Correct	option2end	UpdateTextField	8.00								Scaling-down-to-a-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:03:39.407 UTC						2012/02/27 04:03:38.771 UTC	2012/02/27 04:03:39.246 UTC
100361	2012transactions	fad298083a1e1f41bc4469a7dae9dfb6	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:03:43	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	bus ride	1	2012-02-27 04:03:22	radioGroup UpdateRadioButton	1	0	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:03:43.917 UTC						2012/02/27 04:03:43.238 UTC	2012/02/27 04:03:43.756 UTC
100362	2012transactions	1b65a0e5aac21257809ae2aed3865504	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:03:47	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	bus ride	1	2012-02-27 04:03:22	done ButtonPressed	1	0	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:03:48.834 UTC						2012/02/27 04:03:47.922 UTC	2012/02/27 04:03:48.673 UTC
100363	2012transactions	ad95d1000757a8efdc02ce292cb1198c	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:03:54	UTC	0	ATTEMPT				Default Assignment	6.28	soda	1	2012-02-27 04:03:54					NtpDate	NtpTimeCheck	2012-02-26 23:03:54.854 -0500																		Admin	Default Class	-181	2012/02/27 04:03:54.896 UTC			3.north-america.pool.ntp.org	1330315434854		2012/02/27 04:03:54.715 UTC	
100364	2012transactions	e6e6e3a990967e7146c7371f8123e2a6	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:03	UTC	9	ATTEMPT		RESULT		Default Assignment	6.28	soda	1	2012-02-27 04:03:54	commonamt UpdateTextField	1	0	Correct	commonamt	UpdateTextField	24								Calculating-common-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:04:04.359 UTC						2012/02/27 04:04:03.655 UTC	2012/02/27 04:04:04.178 UTC
100365	2012transactions	f4f8afc58369b6b9a9bf672f33b0574b	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:17	UTC	14	ATTEMPT		RESULT		Default Assignment	6.28	soda	1	2012-02-27 04:03:54	option1end UpdateTextField	1	0	Correct	option1end	UpdateTextField	8.4								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:04:18.746 UTC						2012/02/27 04:04:17.983 UTC	2012/02/27 04:04:18.565 UTC
100366	2012transactions	2f7b4f8caf9a4f3f00ff6233c740b923	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:26	UTC	9	ATTEMPT		RESULT		Default Assignment	6.28	soda	1	2012-02-27 04:03:54	option2end UpdateTextField	1	0	Correct	option2end	UpdateTextField	9.60								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:04:27.349 UTC						2012/02/27 04:04:26.628 UTC	2012/02/27 04:04:27.168 UTC
100367	2012transactions	42f69a440a9d0d2d65dd3f2685375f5d	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:30	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	soda	1	2012-02-27 04:03:54	radioGroup UpdateRadioButton	1	0	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:04:30.929 UTC						2012/02/27 04:04:30.343 UTC	2012/02/27 04:04:30.748 UTC
100368	2012transactions	55c63bbcd29ce606e6127cadeb51337f	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:32	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	soda	1	2012-02-27 04:03:54	done ButtonPressed	1	0	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:04:33.510 UTC						2012/02/27 04:04:32.546 UTC	2012/02/27 04:04:33.329 UTC
100369	2012transactions	0e97e5e5e5e551040ab97c5351bcf659	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:39	UTC	0	ATTEMPT				Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39					NtpDate	NtpTimeCheck	2012-02-26 23:04:39.428 -0500																		Admin	Default Class	-172	2012/02/27 04:04:39.455 UTC			3.north-america.pool.ntp.org	1330315479428		2012/02/27 04:04:39.283 UTC	
100370	2012transactions	23da9a15d490c04b708ddd75e7c93f2c	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:47	UTC	8	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	option1amt UpdateTextField	1	0	Correct	option1amt	UpdateTextField	12								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:04:48.232 UTC						2012/02/27 04:04:47.522 UTC	2012/02/27 04:04:48.60 UTC
100371	2012transactions	391575816c9aa7904ac4f38bd21acd2c	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:50	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	option1cost UpdateTextField	1	0	Correct	option1cost	UpdateTextField	18								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:04:50.863 UTC						2012/02/27 04:04:50.199 UTC	2012/02/27 04:04:50.691 UTC
100372	2012transactions	0e1187e7078c612517991dceb797d2d4	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:53	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	option2amt UpdateTextField	1	0	InCorrect	option2amt	UpdateTextField	30								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:04:54.374 UTC						2012/02/27 04:04:53.568 UTC	2012/02/27 04:04:54.202 UTC
100373	2012transactions	acb1f4983a05fa7b3d159ac832bdf1dc	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:04:55	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	option2cost UpdateTextField	1	0	Correct	option2cost	UpdateTextField	25.								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:04:56.435 UTC						2012/02/27 04:04:55.802 UTC	2012/02/27 04:04:56.263 UTC
100374	2012transactions	93636d3a8818984bd13177555818af34	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:05:00	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	option2amt UpdateTextField	2	0	Correct	option2amt	UpdateTextField	20								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:05:01.348 UTC						2012/02/27 04:05:00.621 UTC	2012/02/27 04:05:01.176 UTC
100375	2012transactions	83de560a267ed6c54d9186f2bdad848e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:05:23	UTC	23	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	commonamt UpdateTextField	1	0	Correct	commonamt	UpdateTextField	60								Selecting-common-number	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:05:24.700 UTC						2012/02/27 04:05:23.935 UTC	2012/02/27 04:05:24.528 UTC
100376	2012transactions	c7fb7084b3ceb4df47765a804ce49b77	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:05:59	UTC	36	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	option1end UpdateTextField	1	0	Correct	option1end	UpdateTextField	90.00								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:06:00.340 UTC						2012/02/27 04:05:59.550 UTC	2012/02/27 04:06:00.168 UTC
100377	2012transactions	f5a1d25644d7aeae44f70f0fda01459e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:06:20	UTC	21	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	75								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:06:21.44 UTC						2012/02/27 04:06:20.286 UTC	2012/02/27 04:06:20.872 UTC
100378	2012transactions	fcba41bc36a22972a592a4a783e387ce	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:06:23	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:06:24.920 UTC						2012/02/27 04:06:23.963 UTC	2012/02/27 04:06:24.748 UTC
100379	2012transactions	d1c600a07111d67ee79d001903a4248d	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:06:28	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	ticket sales	1	2012-02-27 04:04:39	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:06:29.306 UTC						2012/02/27 04:06:28.661 UTC	2012/02/27 04:06:29.134 UTC
100380	2012transactions	8bea61594efc8e10d4f5e9287bc6319e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:06:34	UTC	0	ATTEMPT				Default Assignment	6.28	movies	1	2012-02-27 04:06:34					NtpDate	NtpTimeCheck	2012-02-26 23:06:35.019 -0500																		Admin	Default Class	-138	2012/02/27 04:06:35.44 UTC			3.north-america.pool.ntp.org	1330315595019		2012/02/27 04:06:34.906 UTC	
100381	2012transactions	5b1e409c381894cbb4d6e2daf75590bc	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:06:56	UTC	22	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	option1amt UpdateTextField	1	1	Correct	option1amt	UpdateTextField	2								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:06:57.649 UTC						2012/02/27 04:06:56.862 UTC	2012/02/27 04:06:57.511 UTC
100382	2012transactions	06ac451afc184c0f683d29ece808e5f3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:07:00	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	10.00								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:07:00.933 UTC						2012/02/27 04:07:00.114 UTC	2012/02/27 04:07:00.795 UTC
100383	2012transactions	f03cf8852da3ebaa9e9bfef2d6dfee1c	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:07:05	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	4								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:07:06.23 UTC						2012/02/27 04:07:05.396 UTC	2012/02/27 04:07:05.885 UTC
100384	2012transactions	25cb90797e5ef9fd7331f94b972d91f9	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:07:08	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	12								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:07:09.132 UTC						2012/02/27 04:07:08.383 UTC	2012/02/27 04:07:08.994 UTC
100385	2012transactions	882603482a08efe5c3c2cf147342c2b6	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:07:15	UTC	7	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	commonamt UpdateTextField	1	1	Correct	commonamt	UpdateTextField	4								Calculating-common-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:07:16.506 UTC						2012/02/27 04:07:15.707 UTC	2012/02/27 04:07:16.368 UTC
100386	2012transactions	c064d63cfd7f08659b61ed6292b43825	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:07:21	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	20								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:07:22.134 UTC						2012/02/27 04:07:21.545 UTC	2012/02/27 04:07:21.996 UTC
100387	2012transactions	f710f69349993a031b06ac117d8546bc	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:07:29	UTC	8	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	12.00								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:07:30.433 UTC						2012/02/27 04:07:29.540 UTC	2012/02/27 04:07:30.295 UTC
100388	2012transactions	99aff755f057bc00b4a2a5628ffd870a	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:28:24	UTC	.	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:28:25.604 UTC						2012/02/27 04:28:24.589 UTC	2012/02/27 04:28:25.466 UTC
100389	2012transactions	34bfcb5a93f8436ff1fe3d3c1a91e06f	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:28:27	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	movies	1	2012-02-27 04:06:34	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:28:28.507 UTC						2012/02/27 04:28:27.712 UTC	2012/02/27 04:28:28.369 UTC
100390	2012transactions	ec15e3d4eaff685c82c96e78cc6391b3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:28:34	UTC	0	ATTEMPT				Default Assignment	6.28	cereal	1	2012-02-27 04:28:34					NtpDate	NtpTimeCheck	2012-02-26 23:28:34.494 -0500																		Admin	Default Class	-184	2012/02/27 04:28:34.519 UTC			3.north-america.pool.ntp.org	1330316914494		2012/02/27 04:28:34.335 UTC	
100391	2012transactions	3572c61fb15ef78806438d8349fc76c4	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:28:42	UTC	8	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1amt UpdateTextField	1	0	Hint	hint_button	ButtonPressed	hint request		If you use the first option, how many ounces of cereal will you be purchasing?		1	3			Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:28:43.267 UTC						2012/02/27 04:28:42.707 UTC	2012/02/27 04:28:43.83 UTC
100392	2012transactions	0c708157f47ba03102f719400f602f1e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:28:49	UTC	7	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1amt UpdateTextField	2	0	HINT	get_next_hint_button_mc	ButtonPressed	hint request		Take a look at the first option, and enter how much cereal that option covers.		2	3			Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:28:49.693 UTC						2012/02/27 04:28:49.506 UTC	2012/02/27 04:28:49.509 UTC
100393	2012transactions	98dff169fa8bbe1e44576a674ea4bab0	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:28:51	UTC	2	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1amt UpdateTextField	3	0	HINT	get_next_hint_button_mc	ButtonPressed	hint request		Under the first option, you will get 24 ounces of Fruit-Ohs. Please enter 24 in the box.		3	3			Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:28:51.525 UTC						2012/02/27 04:28:51.313 UTC	2012/02/27 04:28:51.341 UTC
100394	2012transactions	ec5a13fee2a148d55e40a722fa8854fb	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:28:56	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1amt UpdateTextField	4	1	Correct	option1amt	UpdateTextField	24								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:28:57.601 UTC						2012/02/27 04:28:56.893 UTC	2012/02/27 04:28:57.417 UTC
100395	2012transactions	e86573b8476e229af0c3b5d13a6eba19	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:28:59	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	3.3								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:29:00.685 UTC						2012/02/27 04:28:59.867 UTC	2012/02/27 04:29:00.501 UTC
100396	2012transactions	d89847994db923ed4da6a2564d1714d5	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:29:08	UTC	9	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	16								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:29:09.71 UTC						2012/02/27 04:29:08.293 UTC	2012/02/27 04:29:08.887 UTC
100397	2012transactions	1a57a044a1074ed8b242121e6736d98c	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:29:12	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	2.40								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:29:13.561 UTC						2012/02/27 04:29:12.888 UTC	2012/02/27 04:29:13.377 UTC
100398	2012transactions	c5cea5d0c1e0717176e16c7ab901131b	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:29:19	UTC	7	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	commonamt UpdateTextField	1	0	InCorrect	commonamt	UpdateTextField	48								Initiating-unit-comparison	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:29:20.952 UTC						2012/02/27 04:29:19.975 UTC	2012/02/27 04:29:20.768 UTC
100399	2012transactions	eeb91703cff2ba5d1a2bd0991eced6ea	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:29:28	UTC	9	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	commonamt UpdateTextField	2	1	Correct	commonamt	UpdateTextField	1								Initiating-unit-comparison	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:29:29.404 UTC						2012/02/27 04:29:28.753 UTC	2012/02/27 04:29:29.220 UTC
100400	2012transactions	3c2a7176ee0d507518a8e60208bceca8	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:29:40	UTC	12	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1end UpdateTextField	1	0	InCorrect	option1end	UpdateTextField	3.3/24								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:29:41.655 UTC						2012/02/27 04:29:40.910 UTC	2012/02/27 04:29:41.471 UTC
100401	2012transactions	1ad0dec8c25a1c311da0c80a3cbe6e54	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:30:59	UTC	79	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1end UpdateTextField	2	0	InCorrect	option1end	UpdateTextField	3.30/24								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:30:59.677 UTC						2012/02/27 04:30:59.121 UTC	2012/02/27 04:30:59.493 UTC
100402	2012transactions	54469f6fa577b023fcc8e4c1e4871f32	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:39:31	UTC	512	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1end UpdateTextField	3	0	InCorrect	option1end	UpdateTextField	.375								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:39:33.367 UTC						2012/02/27 04:39:31.882 UTC	2012/02/27 04:39:33.183 UTC
100403	2012transactions	9977ff0c1159c8d814cc83db67e48d91	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:39:35	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1end UpdateTextField	4	0	InCorrect	option1end	UpdateTextField	.1375								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:39:36.647 UTC						2012/02/27 04:39:35.926 UTC	2012/02/27 04:39:36.463 UTC
100404	2012transactions	9e16907f46c9ce745d8739e4edf48859	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:39:41	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1end UpdateTextField	5	0	InCorrect	option1end	UpdateTextField	0.1375								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:39:42.782 UTC						2012/02/27 04:39:41.796 UTC	2012/02/27 04:39:42.598 UTC
100405	2012transactions	fd122295a448930956a324b3f5a479b0	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:39:45	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option1end UpdateTextField	6	1	Correct	option1end	UpdateTextField	0.14								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:39:46.66 UTC						2012/02/27 04:39:45.116 UTC	2012/02/27 04:39:45.882 UTC
100406	2012transactions	05bfc3ca079be5ee8db0ebf1698ca4fa	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:01	UTC	16	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	.15								Finding-unit-cost	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:40:02.452 UTC						2012/02/27 04:40:01.613 UTC	2012/02/27 04:40:02.268 UTC
